coauthor	join_id	all_viafs	localid	set	id	name.norm	name.alts	profession	hobbies	societal_activity	birthdate	birthplace	deathdate	deathplace	birthplace1	birthplace2	birth_county	birth_parish	birth_area	birth_village	birth_lat	birth_lon	birth_level_used	domicile_places	domicile_years_in_place_after_20	domicile_prop_in_plac	domicile_koht	domicile_linn	domicile_kyla	domicile_lat2	domicile_lon2	domicile_raw	edu_raw	edu_max_school	edu_max_school_level	edu_max_school_name	edu_years_in_school	edu_higher_raw	edu_higher_degree	family_parents	family_siblings	family_marriage	family_kids
$aVrager, Elmar,$d1916-1998	VEPER689	http://viaf.org/viaf/38992687	10986	VEPER	689	""	""	luuletaja; ajakirjanik; õpetaja	""	Ajaleht Eesti Päevaleht (Rootsi)~kaastööline~Eskilstuna Eesti Pensionäride Ühing (Rootsi)~liige~Eesti Keele ja Kirjanduse Instituut (Rootsi)~liige~1978~Välismaine Eesti Kirjanike Liit~liige~1983	""	""	""	""	Haapsalu, Eesti	""	""	""	""	""	58.94306	23.54139	7	""			""					Eesti~1916~1944~Rootsi~1944~1998	Kärdla Algkool (Hiiumaa, Eesti)~1924~1931~Läänemaa Ühisgümnaasium (Haapsalu, Eesti)~1931~1932~Kärdla Üldhariduslik Täienduskool (Hiiumaa, Eesti)~1932~1934~Eesti Haridussõprade Seltsi Kodukeskkool (Eesti)~1934~1937~Kärdla Reaalkool (Hiiumaa, Eesti)~1937~1938~Pedagoogilise ettevalmistuse sai 1942-1943 suvekursustel Haapsalus		""	""		""	""	""	""	""	""
$aKiviste, Einar,$d1906-1986	VEPER720	http://viaf.org/viaf/4810149544597200490006	11022	VEPER	720	""	""	praost; kirikutegelane; kirikuõpetaja; õpetaja~Ta ordineeriti 10.09.1933 Tallinna Kaarli kirikus	muusika~skautlus~Skautmaster	Eesti Abistamise Komitee (Austraalia)~liige~Eesti Üliõpilaste Selts~liige~Leicesteri Eesti Segakoor (Inglismaa)~koorijuht~E.E.L.K. Kesk-Inglismaa Kogudus~asutaja; kirikuõpetaja~1948~1961~E.E.L.K. Sydney Jaani Kogudus (Austraalia)~kirikuõpetaja~1961~1986~Al. 1969 teenib ka Canberra kogudust. - Al. 28.12.1972 EELK praost Austraalias~Ajakiri Eesti Kirik (Rootsi)~toimetuse liige~1962~1985	""	""	""	""	Tallinn, Eesti	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					Eesti~1906~1944~Saksamaa~1944~1947~Õpetaja Schwarzenbecki, hiljem Stolzenau laagrites~Inglismaa~1947~1961~Austraalia~1961~1986	Narva Gümnaasium (Eesti)~1925		""	""		Tartu Ülikool (Eesti)~usuteaduskond~1932	""	""	""	""	""
$aLeps, Erich,$d1901-1965	VEPER762	http://viaf.org/viaf/4919149544597900490004	11066	VEPER	762	""	""	maalikunstnik; kunstnik; kunstitegelane	""	Chicago Eesti Selts (USA)~liige	""	""	""	""	Tallinn, Eesti	""	""	""	""	Tallinn	59.43696	24.75353	1	""			""					Eesti~1901~1944~Saksamaa~1944~1949~USA~1949~1965	Riigi Kunsttööstuskool (Eesti)~1923~1925		""	""		Kõrgem kunstikool Pallas (Tartu, Eesti)~1925~1931	""	""	""	""	""
$aMadis, Voldemar,$d1909-1997	VEPER778	http://viaf.org/viaf/14149542953500302753	11083	VEPER	778	""	""	rohuteadlane; teadlane; farmaatsiatööstur; tööstur	""	American Chemical Society~liige~American Pharmacological Society~liige~Eesti Rohuteadlaste Ühing~liige~Eesti-Soome-Ungari Rohuteadlaste Ühing~liige~Korp! Fraternitas Liviensis~00.00.1939~liige	""	""	""	""	Võrumaa, Eesti	""	""	""	""	Võru	57.83389	27.01944	1	""			""					Eesti~1909~1931~Ungari~1931~1938~Eesti~1938~1944~Austria~1944~1948~USA~1948~1997	Räpina Algkool (Eesti)~Räpina Põllumajandusgümnaasium (Eesti)~Tallinna Tehnikagümnaasium (Eesti)~1930		""	""		Pázmány Péter Katolikus Egyetem (Budapest, Ungari)~farmaatsiateaduskond~1931~1936~Pazmany Peter Kuninglik Ülikool	Mag.~1937~Pázmány Péter Katolikus Egyetem (Budapest, Ungari)~Pazmany Peter Kuninglik Ülikool~Dr. Pharm.~1938~Pázmány Péter Katolikus Egyetem (Budapest, Ungari)~Pazmany Peter Kuninglik Ülikool	""	""	""	""
$aAbel, Karl,$d1897-1962	VEPER783	""	11089	VEPER	783	""	""	sõjaväelane; kolonelleitnant; lennuväelane; sõjaväelendur~Patendeeris lennundusalaseid leiutusi, näiteks langevarjuga valgustuspommi ja optilise pommisihiku	""	""	""	""	""	""	Vara v, Tartumaa, Eesti	""	""	""	Vara v	""	58.52083	26.88167	4	""			""					Leedu~1908~Eesti~1885~Venemaa~1908~1921~Eesti~1921~1944~Rootsi~1944~1977	Kiievi Lendurvaatlejate Kool (Ukraina)~1915~Lõpetamise järel suunati uuesti rindele~Vilno Jalaväe Junkrukool (Leedu)~1905~1908~Vilno = Vilnius. - Suunati Habarovskisse. - Osales I Maailmasõja Lahingutes Poolas, sai haavata, teenis mitu aumärki~Sevastoopoli Lennukool~1916~1917~Ta oli esimene Vene keisririigi lendurvaatleja, kes peaaegu samaaegselt sai ka lenduritunnistuse. - 1917 määrati 4. Siberi korpuse lennujaoskonna ülemaks		""	""		""	""	""	""	""	""
$aJakobsen, Ludvig Karl,$d1893-1961	VEPER827	http://viaf.org/viaf/180147095167425082784	11136	VEPER	827	""	""	kolonel; sõjaväelane~Al. 1931 kolonel	""	Ajaleht Võitleja (Toronto, Kanada)~asutaja; kaastööline~Balti Selts (Saksamaa)~asepresident~Eesti Rahvuskomitee (Saksamaa)~juht~Eesti Skautide Malev Saksamaal~vanem~Eesti Võitlejate Ühing Saksamaal~esimees; auesimees; vanematekogu liige~Korp! Sakala~liige~Poola Küttide Ühing~auohvitser~Sakala Partisanide Ühing (Eesti)~esimees~Eesti Vabadusvõitlejate ja Sõjaveteranide Ühendus~president~1951~1954	""	""	""	""	Viljandi, Eesti	""	""	""	""	Viljandi	58.36389	25.59	1	""			""					Eesti~1893~1944~Saksamaa~1944~1961	Viljandi Algkool (Eesti)~Deutsche Schule zu Fellin (Eesti)~1905~1909~Simbirski Kadetikorpus (Venemaa)~1912~1913~Kaasani Sõjakool (Venemaa)~1913~1914		""	""		Varssavi Kõrgem Sõjakool (Poola)~1925~1927	""	""	""	""	""
$aKasak, Elias,$d1895-1985	VEPER829	http://viaf.org/viaf/249564468	11138	VEPER	829	""	""	kolonel; sõjaväelane	""	Chicago Eesti Maja. Raamatukogu~asutaja; 1. juhataja~Vaba Eesti Sõna (New York, USA), 1985, 11. apr., nr. 15, lk. 11. Surmakuulutus.~Eesti-Itaalia Ühing~liige~Eesti-Läti Ühing~liige~Eesti-Poola Ühing~liige~Korp! Vironia~liige~Vabatahtlik Õhukaitse Ühing~liige~Eesti Kaitseliit~00.00.1934~liige~1934	""	""	""	""	Ilmjärve, Tartumaa, Eesti	""	""	""	""	""	57.95667	26.45	7	""			""					USA~1985~Eesti~1896~1944~Saksamaa~1944	Aleksei Sõjakool (Moskva, Venemaa)~1916~Tartu Õpetajate Seminar (Eesti)~1916		""	""		Tartu Ülikool (Eesti)~õigusteaduskond~õigusteadus~Eesti Vabariigi Kõrgem Sõjakool~1923~1926	1925-1926~Eesti Kõrgem Sõjakool~Moondamine. Küsimuse areng praegu ja tulevikus välisriiges ja meil	""	""	""	""
$aHaas, Õie,$d1912-2008	VEPER835	http://viaf.org/viaf/278733413	11145	VEPER	835	""	""	õpetaja; haridustegelane	muusika	Adelaide´i Eesti Seltsi Naisring (Austraalia)~asutajaliige; liige~Adelaide´i Eesti Seltsi Pensionäride Klubi (Austraalia)~liige~Meie Kodu (Sydney, Austraalia), 2008, 27. veebr., nr. 6, lk. 7. Surmakuulutused.~EÜS Veljesto~liige~Adelaide´i Eesti Selts (Austraalia)~juhatuse liige~1950~Adelaide´i Eesti Naiskoor (Austraalia)~koorijuht~1964~1970~Väikeleht Virgats (Austraalia)~toimetaja; abitoimetaja; tegevtoimetaja; kaastööline~1978~1990	""	""	""	""	Koeru, Järvamaa, Eesti	""	""	""	""	""	58.96306	26.03083	7	""			""					Eesti~1912~1944~Austria~1944~1945~Saksamaa~1945~1949~Austraalia~1949~2008	Narva Muusikakool (Eesti)~Narva Gümnaasium (Eesti)~1930		""	""		Eötvös Loránd University (Ungari)~Budapesti Ülikool. - Stipendiaat~Tartu Ülikool (Eesti)~filosoofiateaduskond~1940~Täiendas õppepraktikal Soomes	""	""	""	""	""
$aViinapuu, Hans,$d1897-1987	VEPER836	http://viaf.org/viaf/6001149544606200490005	11146	VEPER	836	""	""	närvi- ja vaimuhaiguste eriarst; arst; psühhiaater	""	Eesti Arstide Selts Rootsis~liige~EÜS Ühendus~liige~1920	""	""	""	""	Karstna v, Viljandimaa, Eesti	""	""	""	Karstna v	""	58.145	25.81	4	""			""					Eesti~1897~1944~Rootsi~1944~1987	Tallinna Õpetajate Seminar (Eesti)		""	""		Tartu Ülikool (Eesti)~arstiteaduskond~1920~1926	""	""	""	""	""
$aJaanson, Hugo,$d1894-1959	VEPER843	http://viaf.org/viaf/6868152381794901950008	11154	VEPER	843	""	""	kolonelleitnant; sõjaväelane; sõjaväelendur	""	Lendurohvitseride meeskoor~koorijuht~Lennuväeohvitseride Kogu~esimees~Rakvere Üksik Lennuväedivisjon (Eesti)~ülem~1937~1940	""	""	""	""	Narva, Eesti	""	""	""	""	""	59.46069	28.07487	7	""			""					Saksamaa~1951~Eesti~1894~Rootsi~1951~1959	Narva Gümnaasium (Eesti)~Eesti Kaitseväe Lennukool~1923~Sai lendur-vaatleja kutse. - Täiendas end Poolas		""	""		Petrogradi Elektrotehnika Instituut (Venemaa)~Õpingud katkestas I Maailmasõda~Tartu Ülikool (Eesti)~õigusteaduskond	""	""	""	""	""
$aLuts, Alfred,$d1899-1991	VEPER851	http://viaf.org/viaf/62824011	11163	VEPER	851	""	""	kolonelleitnant; sõjaväelane	""	""	""	""	""	""	Helme, Eesti	""	""	""	""	""	58.01194	25.89722	7	""			""					Eesti~1899~1944~Rootsi~1944~1986~USA~1986~1991	Eesti Vabariigi Sõjakool~1919		""	""		"Eesti Vabariigi Kõrgem Sõjakool~1930~Aastavahetusel 1929-1930 kaitses väitekirja """"""""""""""""Sõjaväe motoriseerimine ja väljavaated meie oludes"""""""""""""""""	""	""	""	""	""
$aTiivel, Ernst,$d1900-2000	VEPER854	http://viaf.org/viaf/4135149544591800490002	11166	VEPER	854	""	""	major; sõjaväelane	filateelia	Eesti Vabariigi Kaitsenõukogu~liige~Eesti Vabariigi kõrgeim sõjalis-poliitine institutsioon~Montreali Eesti Selts (Kanada)~liige~Montreali Sõnumid (Montreal, Kanada), 1978, nr. 104, lk. 28.~Montreali Eesti Võitlejate Ühing (Kanada)~liige~Montreali Filatelistide Koondis (Kanada)~asutajaliige	""	""	""	""	Hummuli v, Helme khk, Viljandimaa, Eesti	""	""	Helme khk	Hummuli v	Helme k	58.01194	25.89722	3	""			""					Prantsusmaa~1933 või 1934~Eesti~1900~1944~Rootsi~1944~1953~Kanada~1953~2000	Helme Kihelkonnakool (Eesti)~Hummuli Vallakool (Eesti)~Valga Keskkool (Eesti)~Sõjaväe Tehnikakool (Eesti)~1920~1923~Lõpetas selle nooremleitnandina		""	""		Pariisi Kõrgem Optika Instituut (Prantsusmaa)~optika~Sorbonne Université (Prantsusmaa)~matemaatika- ja füüsikateaduskond~Sorbonne´i Ülikool. - Lõpetas litsentsiaadi (vastab umbes doktorile) teaduskraadiga~Tallinna Tehnikaülikool (Eesti)~Université de Toulouse (Prantsusmaa)~mehaanika~Toulouse´i Ülikool	""	""	""	""	""
$aUnt, Jaan,$d1894-1974	VEPER855	http://viaf.org/viaf/1175149544568600490004	11167	VEPER	855	""	""	kolonelleitnant; sõjaväelane~1916 nooremleitnant. - 1917 leitnant. - 1919 kapten. - 1920 alampolkovnik (aukraad nimetati 1922 nov. ümber kolonelleitnandiks)	""	Eestlaste Kesknõukogu Kanadas~abiesimees~Korp! Fraternitas Tartuensis~liige~Vancouveri Eesti Pensionäride Ühing Kuldne Klubi (Kanada)~liige	""	""	""	""	Murikatsi k, Kärstna v, Helme khk, Viljandimaa, Eesti	""	""	Helme khk	Kärstna v	Murikatsi k	58.11667	25.83333	3	""			""					Eesti~1894~1944~Saksamaa~1944~1947~Inglismaa~1947~1948~Kanada~1948~1974	Helme Kihelkonnakool (Eesti)~Leebiku Vallakool (Eesti)~Tõrva Algkool (Eesti)~Tallinna Kaubanduskool (Eesti)~1912~Petrogradi 4. Lipnikekool (Venemaa)~1915~1915~Tartu Õhtugümnaasium (Eesti)~1925~1927		""	""		Tartu Ülikool (Eesti)~majandusteaduskond~Tartu Ülikool (Eesti)~õigusteaduskond~1927~1943	""	""	""	""	""
$aDaniel, J.	VEPER863	""	11176	VEPER	863	""	""	"tervishoiuteadlane; sporditeadlane; teadlane; treener; sporditegelane~1964-1968 oli Toronto Ülikooli ujumismeeskonna treener, võites 4 Ontario ja 3 Kanada ülikoolide vahelist tiitlit. - 1967 tunnustati tema saavutusi """"""""""""""""Coach of the Year"""""""""""""""" autiitliga"	sport~1942-1944 Eesti meister vabaujumises. - Ontario-Quebeci ülikoolide meister odaviskes 1952, 1954	Association for the Advancement of Baltic Studies (AABS)~liige~Canadian Association for Health, Physical Education & Recreation~liige~Canadian Association for Higher Education~liige~Canadian Association for Sports Sciences~liige~Korp! Vironia~liige~Tartu Instituut. Bibliograafia Klubi (Kanada)~juhataja; juhatuse liige~Kanada Punane Rist~vetelpääste komitee esimees~1970~1981	""	""	""	""	Kuressaare, Saaremaa, Eesti	""	""	""	""	Kuressaare	58.24806	22.50389	1	""			""					Eesti~1923~1944~Saksamaa~1944~1948~Kanada~1948	Saaremaa Ühisgümnaasium (Kuressaare, Eesti)~1942~Tallinna Õpetajate Seminar (Eesti)~1942~1943		""	""		University of Illinois (USA)~Illinoisi Ülikool~University of Toronto (Kanada)~kehalise kasvatuse ja tervishoiu osakond~1954~Toronto Ülikool. - Lõpetas kuldmedaliga. - 1958 omandas psühholoogia kraadi~Tartu Ülikool (Eesti)~õigusteaduskond~1944~Mobiliseeriti Saksa sõjaväkke, kus oli tõlgiks	B. A.~University of Toronto (Kanada)~Toronto Ülikool. - 1954 kehalise kasvatuse ja 1958 psühholoogia alal~M. Sc. (spordifüsioloogia)~1966~University of Illinois (USA)~Ph. D.~1971~University of Illinois (USA)~Differential roles and faculty job satisfaction in departments of physical education and athletics in Ontario universities~Juhtimisteooria ja kasvatuspsühholoogia alal	""	""	""	""
$aEsop, August,$d1899-1979	VEPER876	""	11187	VEPER	876	""	""	arhitekt	""	EÜS Raimla~liige	""	""	""	""	Otsa talu, Koigi k, Rapla v, Harjumaa, Eesti	""	""	""	Rapla v	Koigi k	59.17167	25.97306	3	""			""					Eesti~1899~1944~Saksamaa~1944~1948~Kanada~1948~1979	Tallinna Kunsttööstuskool (Eesti)~Tallinna Tehnikum (Eesti)~1919		""	""		""	""	""	""	""	""
$aKauri, Hans,$d1906-1999	VEPER887	http://viaf.org/viaf/13048630	11192	VEPER	887	Kauri, Hans	""	zooloog; loomaökoloog; poliitik; poliitikategelane	""	Eesti Loodusuurijate Selts (Eesti)~juhatuse liige~Eesti Teaduslik Selts Rootsis. Lõuna-Rootsi Osakond~Eesti Vabadusliit (Rootsi)~liige~Rootsi Eestlaste Liit (REL)~juhatuse liige; abiesimees; esimees~Tartu Loodusuurijate Seltsi Koondis Eksiilis (Rootsi)~teaduslik sekretär~Eesti Teaduste Akadeemia~teaduslik sekretär~1938~1940~Norra Teaduste Akadeemia~välisliige~1966~Norra Looduskaitse Liit~juhatuse liige~1967~1972~Norra Entomoloogide Selts~esimees~1968~1970	1906-05-30	""	1999-01-30	""	Majala k, Konguta v, Tartumaa, Eesti	""	""	""	Konguta v	Majala k	58.24889	26.34611	3	Norra	23	0.236559139784946	""					Rootsi~1999~Eesti~1906~1944~Rootsi~1944~1963~Norra~1963	Tartu Reaalkool (Eesti)~Tolleaegne nimi Tartu Poeglaste Reaalgümnaasium	5	ülik	Tü zool  c.l.	28	Tartu Ülikool (Eesti)~zooloogia~1925	Mag. sc. nat.~1942~Tartu Ülikool (Eesti)~Eesti odonaatide leving~Ph. D.~1959~Lunds Universitet (Rootsi)~Die Rassenbildung bei europäischen Rana-Arten und die Gültigkeit der Klimaregeln~Lundi Ülikool. - Euroopa konnaliikide kujunemine ja kliimareeglite kehtivus	Kaupm Jaan Mühlberg (1878--, Hellenurme v Urmilt), Katariina Erg  (1886--, Aidu v-st).	ö-d Hilda K. (1901--90, vt), Mari Pääsuke (1907,  vt), v Juhan K. (1912, vt).	Ae 1933 Linda Linsi (koolinõun Hans L. /vt/,  Amalie Jürgenson).	Tiit (1934).
$aJohari, Arvo,$d1909-1996	VEPER933	http://viaf.org/viaf/23149542580600300441	11243	VEPER	933	""	""	""	""	Briti Tsooni Eestlaste Esindus~sotsiaalosakonna juhataja~E.E.L.K. Lõuna-Rootsi Kogudus. Olofströmi Pihtkond (Rootsi)~juhatuse liige; sekretär; laekuri abi~E.E.L.K. Lõuna-Rootsi kogudus 1945-1995. Lk. 68-71.	""	""	""	""	Võru, Eesti	""	""	""	""	Võru	57.83389	27.01944	1	""			""					Saksamaa~Rootsi~1996~Eesti~1909	Eesti Vabariigi Sõjakool~Võru Õpetajate Seminar (Eesti)		""	""		""	""	""	""	""	""
$aTuulse, Armin,$d1907-1977	VEPER961	http://viaf.org/viaf/92756733	11271	VEPER	961	Tuulse, Armin	""	kunstiajaloolane	""	Õpetatud Eesti Selts (Eesti)~liige~Eesti Üliõpilaste Selts~liige~Eesti Teaduslik Selts Rootsis~asutajaliige; liige~Rootsi Kuninglik Kirjanduse, Ajaloo ja Muinasesemete Akadeemia~liige~1966	1907-10-01	Tsooru v.	1977-12-09	Stockholm	Sänna, Rõuge v, Võrumaa, Eesti	""	""	""	Rõuge v	""	57.72778	26.90972	4	""			""					Eesti~1907~1944~Rootsi~1944~1977	Tõrva Ühisgümnaasium (Eesti)~1921~1924~Valga Poeglaste Gümnaasium (Eesti)~1924~1927		""	""		Tartu Kõrgem Muusikakool (Eesti)~viiul~1927~Tartu Ülikool (Eesti)~kunstiajalugu~1929~1935	M. Phil.~1935~Tartu Ülikool (Eesti)~Eesti lossid. Kronoloogia ja plaanitüübid~Ph. D.~1942~Tartu Ülikool (Eesti)~Die Burgen in Estland und Lettland	""	""	""	""
$aSaarekivi, Eduard Bernhard,$d1904-1968	VEPER983	http://viaf.org/viaf/58149542898600302473	11295	VEPER	983	""	""	pangandustegelane	muusika; sport	Eesti Üliõpilaste Selts~liige~Eesti Kaitseliit. Tallinna Kalevi Malev~liige~Eesti Komitee (Rootsi)~aktiivne liige~Eesti Rahvusfond (Rootsi)~aktiivne liige~Eesti Spordiselts Kalev (Eesti)~liige	""	""	""	""	Vardi v, Nissi khk, Eesti	""	""	Nissi khk	Vardi v	Nissi k	59.10667	24.31611	3	""			""					Eesti~1904~1944~Rootsi~1944~1949~Kanada~1949~1966~USA~1966~1968	Riisipere Algkool (Eesti)~Tallinna Kaubanduskool (Eesti)~Tallinna Kolledž (Eesti)~1925		""	""		Tartu Ülikool (Eesti)~õigusteaduskond~1926~1931~Võttis täiendavalt eriaineid panganduse alal majandusteaduskonnas	""	""	""	""	""
$aTassa, Konstantin,$d1899-1969	VEPER984	""	11296	VEPER	984	""	""	ringkonnakohtunik; kohtunik; kohtutegelane	""	Eesti Üliõpilaste Selts~liige~1918	""	""	""	""	Tartu, Eesti	""	""	""	""	""	58.38062	26.72509	7	""			""					Eesti~1897~1944~Saksamaa~1944~1950~USA~1950~1969	Tartu Kommertskool (Eesti)~1918		""	""		Tartu Ülikool (Eesti)~õigusteaduskond~1922	""	""	""	""	""
$aMartin, Alma,$d1894-1969	VEPER992	http://viaf.org/viaf/21149542586000300471	11305	VEPER	992	""	""	kodundusteadlane; teadlane; haridustegelane; õpetaja	""	American Association of University Women~liige~Ameerika Akadeemiliste Naiste Ühing~Ülemaailmne Eesti Ühing~naistoimkonna asutajaliige~Eesti Naisüliõpilaste Selts~liige~Eesti Teaduslik Ühing Ameerikas~liige	""	""	""	""	Vanaõue talu, Vändra, Eesti	""	""	""	""	""				""			""					Eesti~1894~1913~Venemaa~1913~1917~Eesti~1917~1926~USA~1926~1927~USA~1949~1969	Pärnu Koidula Gümnaasium (Eesti)~1913~Tolleaegne nimi Pärnu Tütarlaste Gümnaasium		""	""		Põllumajanduse Ülikool (Peterburi, Venemaa)~1913~1917~Tartu Ülikool (Eesti)~põllumajandusteaduskond~agronoomia~1921~1924~Tartu Ülikool (Eesti)~kasvatusteadus~1924~1926~University of Iowa (USA)~1926~1927~Iowa Ülikool	M. Sc.~1927~University of Iowa (USA)~Iowa Ülikool. - Kodundusteaduse alal	""	""	""	""
$aJürgens, Bernhard,$d1895-1969	VEPER1005	http://viaf.org/viaf/172147095080125081924	7176	VEPER	1005	""	""	ortopeedilise kirurgia eriteadlane; arstiteadlane; teadlane	""	Eesti Üliõpilaste Selts~liige	""	""	""	""	Kärksi k, Elistvere v, Äksi khk, Tartumaa, Eesti	""	""	Äksi khk	Elistvere v	Kärksi k	58.59556	26.59583	3	""			""					Eesti~1895~1941~Saksamaa~1941~1942~Eesti~1942~1944~Saksamaa~1944~1969	Tartu Aleksandri Gümnaasium (Eesti)~1915		""	""		Tartu Ülikool (Eesti)~arstiteaduskond~Võttis osa Vabadussõjast abiarstina	Dr. med.~1926~Tartu Ülikool (Eesti)~Eksperimentaalne soolteokklusioon : muutused siseorganites ja immuniseerimise katsed	""	""	""	""
$aMäär, Aleksander,$d1901-1969	VEPER1007	http://viaf.org/viaf/313040014	7178	VEPER	1007	""	""	kalandustegelane; zooloog; kalandusteadlane; taimekaitseteadlane; teadlane	""	Eesti Üliõpilaste Selts~liige	""	""	""	""	Liibav, Läti	""	""	""	""	""				""			""					Läti~Eesti~1944~Rootsi~1944~1950~Rodeesia~1950~1969	Gustav Adolfi Gümnaasium (Tallinn, Eesti)~Tallinna Kolledž (Eesti)		""	""		Tartu Ülikool (Eesti)~zooloogia	""	""	""	""	""
$aVesilo, Kusta,$d1900-1969	VEPER1010	""	7182	VEPER	1010	""	""	lendur-major; sõjaväelane	""	""	""	""	""	""	Uulu, Pärnumaa, Eesti	""	""	""	""	""	58.28361	24.58722	7	""			""					Saksamaa~Austraalia~1969~Eesti~1900	Eesti Vabariigi Sõjakool~Eesti Vabariigi Sõjaväe Lennukool~Pärnu Ühisgümnaasium (Eesti)~Tolleaegne nimi kooli lõpetamisel Pärnu Poeglaste Gümnaasium		""	""		""	""	""	""	""	""
$aValdmaa, Emil,$d1900-1961	VEPER1027	http://viaf.org/viaf/7149542893400302389	7199	VEPER	1027	""	""	põllumajandustegelane	""	Dornstadti Eesti Rahvusgrupp (Saksamaa)~liige~Eesti Üliõpilaste Selts~liige	""	""	""	""	Mäetaguse v, Virumaa, Eesti	""	""	""	Mäetaguse v	""	59.22972	27.27222	4	""			""					Eesti~1900~1944~Saksamaa~1944~1961	Narva Gümnaasium (Eesti)~1918		""	""		Tartu Ülikool (Eesti)~metsateaduskond~1936	""	""	""	""	""
$aOts, Jüri,$d1889-1972	VEPER1036	http://viaf.org/viaf/806152381747901950003	7209	VEPER	1036	""	""	lendurkapten; lennuväelane~Vabadussõjas Eesti lennuväe organiseerija ja ülem	filateelia; jahindus; kalapüük	Eesti Üliõpilaste Selts~liige	""	""	""	""	Vaimastvere v, Laiuse khk, Tartumaa, Eesti	""	""	Laiuse khk	Vaimastvere v	Laiuse k	58.78806	26.48417	3	""			""					Peterburi, Venemaa~Eesti~1944~Eesti~1889~Saksamaa~1944~1953~Rootsi~1953~1972	Tartu Reaalkool (Eesti)~1899~1907~Bakuu Merelennukool (Aserbaidžaan)~1915~1917~Õppis lennuasjandust. - Lõpetas lennuväe ohvitserina		""	""		Peterburi Polütehniline Instituut (Venemaa)~Lennukursustel~Tartu Ülikool (Eesti)~keemiateaduskond~keemia~1907~1909~Peterburi Tehnoloogiainstituut (Venemaa)~mehaanika~1910~1915	""	""	""	""	""
$aJürgenthal, Artur,$d1906-1970	VEPER1039	""	7212	VEPER	1039	""	""	mereväeleitnant; mereväelane; reeder	""	Eesti Laevaomanike Ühing Rootsis~juhataja~Haapsalu Laevaomanike Selts (Eesti)~tegevliige	""	""	""	""	Asuküla v, Läänemaa, Eesti	""	""	""	Asuküla v	""	58.93333	24.75	4	""			""					Eesti~1906~1944~Rootsi~1944~1970	Tallinna Kolledž (Eesti)~1927~Eesti Vabariigi Sõjakool~1925~1928		""	""		""	""	""	""	""	""
$aMaasing, Richard,$d1896-1976	VEPER1040	""	7214	VEPER	1040	""	""	kolonel; sõjaväelane	""	Eesti Ohvitseride Kogu Rootsis~liige	""	""	""	""	Vorbuse v, Tartumaa, Eesti	""	""	""	Vorbuse v	""	58.41667	26.65833	4	""			""					""	Tartu Aleksandri Gümnaasium (Eesti)~Vilno Sõjakool (Leedu)~1916		""	""		Eesti Vabariigi Kõrgem Sõjakool	""	""	""	""	""
$aPrii, Voldemar,$d1893-?	VEPER1042	""	7216	VEPER	1042	""	""	""	""	Äriteenijate Ametiühing (Eesti)~juhatuse liige~E.E.L.K. Baltimore/Washingtoni Markuse Kogudus (USA)~liige~Eesti Spordi Keskliit (Eesti)~abiesimees~V. S. Sport (Eesti)~esimees	""	""	""	""	Kasepää, Eesti	""	""	""	""	""	58.78611	26.96861	7	""			""					""	""		""	""		""	""	""	""	""	""
$aKaarna, Johan	VEPER1043	""	7217	VEPER	1043	""	""	""	""	""	""	""	""	""	Kogri talu, Rõngu, Tartumaa, Eesti	""	""	""	""	""				""			""					Eesti~1944~Eesti~1882~1904~Peterburi, Venemaa~1904~Saksamaa~1944~1949~Brasiilia~1949~1961	H. Treffneri Gümnaasium (Tartu, Eesti)~Rõngu Kihelkonnakool (Eesti)		""	""		""	""	""	""	""	""
$aPaabo, Albert,$d1907-1985	VEPER1060	http://viaf.org/viaf/337149544562100490002	7236	VEPER	1060	""	""	loomaarstiteadlane; teadlane; ehitusettevõtja; ettevõtja	""	Akadeemiline Loomaarstiteaduslik Selts (Eesti)~liige; esimees~Esimees 1929-1930~Eesti-Ungari Ühing (Austraalia)~president~Korp! Fraternitas Tartuensis~liige~1929	""	""	""	""	Kastre-Võnnu v, Tartumaa, Eesti	""	""	""	Kastre-Võnnu v	""				""			""					Eesti~1907~1944~Saksamaa~1944~1949~Austraalia~1949~1985	Tartu Aleksandri Gümnaasium (Eesti)~H. Treffneri Gümnaasium (Tartu, Eesti)~1927~Lõpetas cum laude		""	""		Tartu Ülikool (Eesti)~loomaarstiteaduskond~1927~1932	Dr. med. vet.~1939~Tartu Ülikool (Eesti)	""	""	""	""
$aTanner, Karl,$d1897-1983	VEPER1067	http://viaf.org/viaf/118149542579400300368	7243	VEPER	1067	""	""	mäeinsener; insener	""	AS Esimene Eesti Põlevkivitööstus~nõukogu liige~California Eesti Selts (USA)~esimees~Eesti Loodusvarade Instituut (Eesti)~liige~Insenerikoda~keemia sektsiooni liige~Eesti Põlevkivitööstus~juhatuse liige~1939	""	""	""	""	Kaagjärve v, Valgamaa, Eesti	""	""	""	Kaagjärve v	""	57.76722	26.17722	4	""			""					Eesti~1897~1944~Saksamaa~1944~1950~USA~1950~1983	""		""	""		Petrogradi Mäeinstituut (Venemaa)~1915~1918~University of Glasgow (Šotimaa)~1920~1922~Glasgow Ülikool. - Stipendiaadina	B. S. Eng.~1922~University of Glasgow (Šotimaa)~Glasgow Ülikool	""	""	""	""
