"ISIK.id"	"nr"	"Eludaatumid"	"Üldandmed"	"Seotud.andmed"	"Nime.normitud.kuju"	"Sünniaeg"	"Surmaaeg"	"Tegevusala"	"Biograafilised.andmed"	"Allikad"	"Sünnikoht"	"Surmakoht"	"Märkus"	"Ühiskondlik.tegevus"	"Märkus.1"	"Aukraadid"	"Vangistused.ja.repressioonid"	"Poliitiline.tegevus"	"Nimi2"	"Synd"	"Vanemad"	"Vennadoed"	"Abielus"	"Lapsed"	"Haridus"	"Töö"	"Amet"	"Surnud"	"Allikad.1"
373	373	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Leppik, Jaan"	"1861-03-21"	"1943-07-05"	"põllumees, kirjamees"	"LEPPIK, Jaan. 21.III 1861 Vil Holstre v Punabul.  Metsavaht  Hans L. (1835--1917), Reet Pärtma (1838--1917). Ae 1890 Epp Rostok  (1866--1935, Pätsiveski om Jaan R., Anu Laane). Anna (1891--1919, arst,  srn Võrus), Hans (1893--1916, Tü theol, Frat.Estica, lipn, langes I  ms-s), Marie Runtel (1902--, ae 1932 loomaarst Konstantin R., vt).  Holstre Pulleritsu v-k 1871--73 (J.Adamson), Paistu khkk 1873--76, Vilj  kreisk 1876--79. Ms-kirj ja -val Viiratsis 1880--83, 1884--85 ja  Sürgaveres 1883--85, Punabu metsavaht 1886--1907, Punabu rentn 1907--35  ja om 1937--, majaom Vilj-s ja Trt-s, ViljEPõllumS.  Kirjanik.  Srn  5.VII 1943 Holstre v-s, maet Paistu kalm-le. PmA, EAT, EAT2, EKBL, EKrL  Isotamm 2"	"EAT, 156; EKBL, 196; Postimees 1857-1907, 192."									"LEPPIK, Jaan. "	"21.III 1861 Vil Holstre v Punabul. "	" Metsavaht  Hans L. (1835--1917), Reet Pärtma (1838--1917). "		"Ae 1890 Epp Rostok  (1866--1935, Pätsiveski om Jaan R., Anu Laane). "	"Anna (1891--1919, arst,  srn Võrus), Hans (1893--1916, Tü theol, Frat.Estica, lipn, langes I  ms-s), Marie Runtel (1902--, ae 1932 loomaarst Konstantin R., vt). "	" Holstre Pulleritsu v-k 1871--73 (J.Adamson), Paistu khkk 1873--76, Vilj  kreisk 1876--79. "	"Ms-kirj ja -val Viiratsis 1880--83, 1884--85 ja  Sürgaveres 1883--85, Punabu metsavaht 1886--1907, Punabu rentn 1907--35  ja om 1937--, majaom Vilj-s ja Trt-s, ViljEPõllumS. "	" Kirjanik. "	" Srn  5.VII 1943 Holstre v-s, maet Paistu kalm-le. "	"PmA, EAT, EAT2, EKBL, EKrL  Isotamm 2"
396	396	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Lampson, Peeter August"	"1819-02-17"	"1895-02-07"	"köster, õpetaja"	"LAMPSON, Peeter August. 17.II 1819 Võ Toolamaa v. Talun (hilj  Voldi ms sepp ja metsavaht) Joosep L. Ae 1. Liis Karin (srn), 2. Amalie  Helene Pohl.  August Friedrich (1848--, köster), Karl Heinrich  (1863--1934, vt), Antonie Saul (ae Kodavere köster Joosep S.), Alvine  Soo (ae Vigala köster Jüri S. /vt/). äksi khkk. Kärevere v-k õp 1837--43,  Kursi köster 1843--78, khkk juh 1858--78, jäi pimedaks. Srn 7.II 1895  Kursis, maet Kursi kalm-le. EBLl, EKoBL  Äksi hkk. Käreveres õpetaja. Kursis köster 1843-58, köster ja khk. k.õpetaja 1858-73. Jäi pimedaks 1. 1876.  ISotamm 2"	"Postimees 1895, 33, 3."									"LAMPSON, Peeter August. "	"17.II 1819 Võ Toolamaa v. "			"Talun (hilj  Voldi ms sepp ja metsavaht) Joosep L. Ae 1. Liis Karin (srn), 2. Amalie  Helene Pohl. "	" August Friedrich (1848--, köster), Karl Heinrich  (1863--1934, vt), Antonie Saul (ae Kodavere köster Joosep S.), Alvine  Soo (ae Vigala köster Jüri S. /vt/). "	"äksi khkk. "	"Kärevere v-k õp 1837--43,  Kursi köster 1843--78, khkk juh 1858--78, jäi pimedaks. "	"Käreveres õpetaja. Kursis köster 1843-58, köster ja khk.  k.õpetaja 1858-73.  Jäi pimedaks 1. 1876. "	"Srn 7.II 1895  Kursis, maet Kursi kalm-le. "	"EBLl, EKoBL  Äksi hkk.  ISotamm 2"
401	401	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Lang, Juhan"	"1888-08-31"	"1977-11-03"	"haridustegelane"	"LANG, Juhan (Johann). 31.VIII 1888 Ta Sootaga v Põltsama  Kõksil (Rätsepal). Talun Jakob L. (1840--1915, Sootaga v Lähte k-st),  Ann Hermann (1848--1928, ?ksi Kasteküla Jooralt). Ae 1. 1917--50 Anita  Marie Eidemann (1893--1950, Valga mk Lejasciemsi khkk juh Peeter E.  /srn 1907), Karoline Luts), 2. Hulda Malvet. Väino (1918--41, vt), Rein  (1922--41), t ae Heino Puhvel /vt/.  Sootaga Lellatsi v-k 1896--1900,  Treffn g 1900--01, Trt l-k 1901--05, Valga ped.kurs 1905--06, g ekst  Riias 1909, Tü math 1909--13, 23333, cand math et phys, EüS 1909.  Unipiha v-k juh 1906--08, Kodijärve Pühiküla v-k õp 1906--08, Trt  õhtukurs õp 1912--14, õp Valgas 1914--18, Trt komm.k ja Treffn g õp  1918--19, Trt koolinõun 1919, 1928--37, k-de insp 1937--39, reaalk dir  1919--20, PRG dir 1920--28, har.minist k-de peainsp 1939--40, TRü  füüs.kat ass 1941, v.õp 1944--48, dots 1948--57, Trt TK har.osak juh  1944--45; Trt l-volik 1934--38, ERE, Trt öpS esim, ERMi sihtas esim  1931--38, EKSi juh.l, EKeskkJuhüh-u esim 1928--29, NK Trt mal.vanem  1930--, ERK, LUS, elas Elva tän-l; Vt IV 1938, teen.õp 1945. Srn 3.XI  1977 Trt-s.  EAT, EE, EBLl, EAT2, ENE1, TRüBB, EüS2, EüS3, ENE2, EKoBL,  EABL, ENE2(14)  Isotamm 2"										"LANG, Juhan (Johann). "	"31.VIII 1888 Ta Sootaga v Põltsama  Kõksil (Rätsepal). "	"Talun Jakob L. (1840--1915, Sootaga v Lähte k-st),  Ann Hermann (1848--1928, ?ksi Kasteküla Jooralt). "		"Ae 1. 1917--50 Anita  Marie Eidemann (1893--1950, Valga mk Lejasciemsi khkk juh Peeter E.  /srn 1907), Karoline Luts), 2. Hulda Malvet. "	"Väino (1918--41, vt), Rein  (1922--41), t ae Heino Puhvel /vt/. "	" Sootaga Lellatsi v-k 1896--1900,  Treffn g 1900--01, Trt l-k 1901--05, Valga ped.kurs 1905--06, g ekst  Riias 1909, Tü math 1909–13, cand math et phys, EüS 1909. "	" Unipiha v-k juh 1906--08, Kodijärve Pühiküla v-k õp 1906--08, Trt  õhtukurs õp 1912--14, õp Valgas 1914--18, Trt komm.k ja Treffn g õp  1918--19, Trt koolinõun 1919, 1928--37, k-de insp 1937--39, reaalk dir  1919--20, PRG dir 1920--28, har.minist k-de peainsp 1939--40, TRü  füüs.kat ass 1941, v.õp 1944--48, dots 1948--57, Trt TK har.osak juh  1944--45; Trt l-volik 1934--38, ERE, Trt öpS esim, ERMi sihtas esim  1931--38, EKSi juh.l, EKeskkJuhüh-u esim 1928--29, NK Trt mal.vanem  1930--, ERK, LUS, elas Elva tän-l; Vt IV 1938, teen.õp 1945. "		"Srn 3.XI  1977 Trt-s. "	" EAT, EE, EBLl, EAT2, ENE1, TRüBB, EüS2, EüS3, ENE2, EKoBL,  EABL, ENE2(14)  Isotamm 2"
412	412	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Laredei, Peeter"	"1862-10-05"	"1952-01-16"		"LAREDEI, Peeter. 5.X 1862 Vil öisu v. K.õp Anton (Ants) L.  (1833--97), Ann Kahu (1841--87). V Kuzma (1880--1954, vt), 6 v, 3 õ. Ae  1. Ljubov Belskaja (srn), 2. 1920 Elisabet Vabrit (1889--1978, vt). 3  kasul. Kööni Aö abik, Tuhalaane Aö khkk, Trt II öS 1878--81,  preestrieks Riias 1909.  Häädemeeste köster-õp 1881--1907, Häädemeeste  v-kirj, Haaps köster-õp 1908--09, Velise preester 1909--20 (vabast  2.abielu pärast), Häädemeeste algk juh 1920--31. Srn 16.I 1952  Häädemeestel, maet Häädemeeste kalm-le. EAT, TöS, PTB  Isotamm 2"	"Biogr.: Looming 1987, 11."									"LAREDEI, Peeter. "	"5.X 1862 Vil öisu v. "	"K.õp Anton (Ants) L.  (1833--97), Ann Kahu (1841--87). "	"V Kuzma (1880--1954, vt), 6 v, 3 õ. "	"Ae  1. Ljubov Belskaja (srn), 2. 1920 Elisabet Vabrit (1889--1978, vt). "	"3  kasul. "	"Kööni Aö abik, Tuhalaane Aö khkk, Trt II öS 1878--81,  preestrieks Riias 1909. "	" Häädemeeste köster-õp 1881--1907, Häädemeeste  v-kirj, Haaps köster-õp 1908--09, Velise preester 1909--20 (vabast  2.abielu pärast), Häädemeeste algk juh 1920--31. "		"Srn 16.I 1952  Häädemeestel, maet Häädemeeste kalm-le. "	"EAT, TöS, PTB  Isotamm 2"
442	442	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Knüpffer, Arnold Friedrich Johann"	"1777-07-05"	"1843-10-15"	"pastor"	"KNüPFFER, Arnold Friedrich Johann. 5.VII 1777 Ha Juuru  kir-ms. Kir.õp Friedrich Gustav K., Beata Christine Tideböhl  Ae 1803  Sophie Krafft. Tall toomk 1787--94, Jena ülik theol 1794--97.  Kadrina  kog õp 1800--43, Eestim konsist ass 1817--33, Eestim 1. kindr.superint  1833--34. öES aul 1841, EestimKirjüh asut. Srn 15.X 1843 Kadrinas. EBL,  EE, ENE1, DBL, EKBL, EKrL, ENE2(14)  Isotamm 2"										"KNüPFFER, Arnold Friedrich Johann. "	"5.VII 1777 Ha Juuru  kir-ms. "	"Kir.õp Friedrich Gustav K., Beata Christine Tideböhl "		" Ae 1803  Sophie Krafft. "		"Tall toomk 1787--94, Jena ülik theol 1794--97. "	" Kadrina  kog õp 1800--43, Eestim konsist ass 1817--33, Eestim 1. kindr.superint  1833--34. ö ES aul 1841, EestimKirjüh asut. "		"Srn 15.X 1843 Kadrinas. "	"EBL,  EE, ENE1, DBL, EKBL, EKrL, ENE2(14)  Isotamm 2"
509	509	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Koit, Peeter"	"1857-00-00"	"1935-00-00"	"õpetaja"	"Väike-Maarjas, alates 1892 Tallinnas."																	"Väike-Maarjas, alates 1892 Tallinnas."			
532	532	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Krimm, Karl"	"1863-07-28"	"1894-05-29"	"õpetaja, ametnik, ajakirjanik"	"KRIMM, Karl (Kaarel). 28.VII 1863 Ta Alatskivi v Kambril.  Rentn Joosep K. (1838--), Leena Lindpere (1838--). V-d Aleksander  (1868--, vt), August (1876--, vt). Naelavere k-k 1872--74, Kodavere  khkk 1874--79, vallak.õp eksam Trt-s 1883.  Kooliõp Naelaveres  1879--84, Vir Uniküla ms.k-s 1884--85, Koonu ?rinal 1885--89, Uniküla  ja ?rina ms-kirj, Vil Kaarli vallakirj 1888--93, Sakala toim.l ja  1893--94 toim. Kirjanik.  Srn 29.V 1894 Vir Undla v-s (tbc), maet  Alatskivi kalm-le. EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EBL, 235."									"KRIMM, Karl (Kaarel). "	"28.VII 1863 Ta Alatskivi v Kambril. "	" Rentn Joosep K. (1838--), Leena Lindpere (1838--). "	"V-d Aleksander  (1868--, vt), August (1876--, vt). "			"Naelavere k-k 1872--74, Kodavere  khkk 1874--79, vallak.õp eksam Trt-s 1883. "	" Kooliõp Naelaveres  1879--84, Vir Uniküla ms.k-s 1884--85, Koonu ?rinal 1885--89, Uniküla  ja ?rina ms-kirj, Vil Kaarli vallakirj 1888--93, Sakala toim.l ja  1893--94 toim. "	"Kirjanik. "	" Srn 29.V 1894 Vir Undla v-s (tbc), maet  Alatskivi kalm-le. "	"EBL, EE, ENE1, EKBL, ENE2, EKrL, EKoBL, ENE2(14)  Isotamm 2"
582	582	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Krohn, Kaarle"	"1863-00-00"	"1933-00-00"	"soome folklorist"		"EAT, 119."																			
590	590	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Laugaste, Eduard"	"1909-05-22"	"1994-08-30"	"folklorist"	"LAUGASTE (TREU --1935), Eduard. 22.V 1909 Va Taagepera v  Karjatnurme k.  Kingsepp Georg Treu. Ae filol Gerda-Marie Kink  (1910--92, Alatskivi ms lauavabr juh Karl K., vt). Külli (1937).  Karjatnurme algk 1918--20, Helme khkk 1920--22, Tõrva g 1922--27, Tü  phil 1927--36, 8493, mag phil 1937, filol.dr 1970, Veljesto.  ENoorsKarskusl sekr 1930--36, EKSi am 1936--37, õp Tõrva g-s 1937, Trt  PRG-s 1938--40, Trt komm.g ja 6.kk dir 1940--41, Elva algk õp 1942--43,  ERMi v.ass 1943--44, TRü rahvaluule kat juh 1944--47, dots 1944--73,  prof 1973--91, ajaloo-keeleteadusk prodek 1949--50, dek 1951--54,  1967--71, TA KKI rahvaluule sekt.juh 1947--52, v.teadur-konsult  1971--75, AkadKirj-üh, AkadRahvaluuleS, öES, EKS; NE preem 1975. Srn  30.VIII 1994 Trt-s. ENE1, TRüBB, EKBL, ENE2, AA3, EKrL, ENE2(14)  ISotamm 2"		"Taagepera v."								"LAUGASTE (TREU --1935), Eduard. "	"22.V 1909 Va Taagepera v  Karjatnurme k. "	" Kingsepp Georg Treu. "		"Ae filol Gerda-Marie Kink  (1910--92, Alatskivi ms lauavabr juh Karl K., vt). "	"Külli (1937). "	" Karjatnurme algk 1918--20, Helme khkk 1920--22, Tõrva g 1922--27, Tü  phil 1927–36, mag phil 1937, filol.dr 1970, Veljesto. "	" ENoorsKarskusl sekr 1930--36, EKSi am 1936--37, õp Tõrva g-s 1937, Trt  PRG-s 1938--40, Trt komm.g ja 6.kk dir 1940--41, Elva algk õp 1942--43,  ERMi v.ass 1943--44, TRü rahvaluule kat juh 1944--47, dots 1944--73,  prof 1973--91, ajaloo-keeleteadusk prodek 1949--50, dek 1951--54,  1967--71, TA KKI rahvaluule sekt.juh 1947--52, v.teadur-konsult  1971--75, AkadKirj-üh, AkadRahvaluuleS, öES, EKS; NE preem 1975. "		"Srn  30.VIII 1994 Trt-s. "	"ENE1, TRüBB, EKBL, ENE2, AA3, EKrL, ENE2(14)  ISotamm 2"
597	597	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Laur, Märt"		"1895-00-00"	"vallakoolmeister"	"Viljandi v., kool asus Kutsari talus alates 1864"																	"Viljandi v., kool asus Kutsari talus alates 1864"			
602	602	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Ast, Karl"	"1886-02-19"	"1971-07-09"	"kirjanik, ajakirjanik, poliitik"	"19.II 1886 Võ Orava v Päevakesel. Taluom  Friedrich (Viido) A. (Jakob A.), Mari Täht (srn 1915). V Gottlieb Jaan  (1874--1919, vt), õ Marie Karsna (ae Kahkva v talun Juhan K., t Ida  Leilop /ae Christian L./). Ae 1.  1912--33 Alma Ani (1884--1958, vt,  lah), 2. 1935 k.õp Leili Abram (1903--, ms-rentn ja kaupm Jõgeval Mats  A., Liisa Ani Sulustverest, 1.abik õet). Iris (1917--65), Orvo (1920--99,  vt). Kahkva k-k, Lokuta v-k, Vastseliina ms-k, Petseri min.k, Treffn g  1901--05.  öpil.üh Võitlus asut 1903, s-d 1904, 1905.a revol, vangist  1905 (vab amnestiaga), 1907--10 (mõisteti 1~a-ks kindlusvangistusse),  välismaal 1905--06, 1910--12, Vaatleja ja Sõnumete 1906--07, Pl  1913--14 toim.l, Trt Pl, Pealinna Teataja 1914--15, 1917, I~ms-s sv.am  I~armees idarindel 1915--17, EVabariiklL, AjMnk 1917--19 (EVL, sekr XI  1918--19), ESDTP asut 1917, ESTP asut 1925, Sotsiaaldemokraadi toim  1917, töö-hoolekandemin k.t 23.XII 1918--9.V 1919, AK, I, II, III, IV,  V~Rk (s-d), V Rk II abiesim 1933--34, ühenduse peatoim 1923--24,  portfellita min J.~Jaaksoni val-ses 16.XII 1924--15.XII 1925, ärim  Marokos 1934--35, ETA esind Pariisis 1936, Kaug-Idas 1937--38,  pressiataóee Stockh-s 1939--40, konsul Rio de Janeiros 1941--59,  Kanadasse 1959, USA-sse 1961.  Kirjanik, EKL 1922.  Mälestused  1963--65.  Srn 9.VII 1971 New Yorgis.  EBL, 2Rk, EAT, EE, ERAKT, EBLl,  EEl, EAT2, EKirjP, ENE1, EKBL, ENE2, EKrL, ENE2(14)"	"Eesti kirjanike leksikon (2000), lk. 480-481."	"Päevakeste t. Orava v. Võrumaa"	"New York"								"19.II 1886 Võ Orava v Päevakesel. "	"Taluom  Friedrich (Viido) A. (Jakob A.), Mari Täht (srn 1915). "	"V Gottlieb Jaan  (1874--1919, vt), õ Marie Karsna (ae Kahkva v talun Juhan K., t Ida  Leilop /ae Christian L./). "	"Ae 1.  1912--33 Alma Ani (1884--1958, vt,  lah), 2. 1935 k.õp Leili Abram (1903--, ms-rentn ja kaupm Jõgeval Mats  A., Liisa Ani Sulustverest, 1.abik õet). "	"Iris (1917--65), Orvo (1920--99,  vt). "	"Kahkva k-k, Lokuta v-k, Vastseliina ms-k, Petseri min.k, Treffn g  1901--05. "	" öpil.üh Võitlus asut 1903, s-d 1904, 1905.a revol, vangist  1905 (vab amnestiaga), 1907--10 (mõisteti 1~a-ks kindlusvangistusse),  välismaal 1905--06, 1910--12, Vaatleja ja Sõnumete 1906--07, Pl  1913--14 toim.l, Trt Pl, Pealinna Teataja 1914--15, 1917, I~ms-s sv.am  I~armees idarindel 1915--17, EVabariiklL, AjMnk 1917--19 (EVL, sekr XI  1918--19), ESDTP asut 1917, ESTP asut 1925, Sotsiaaldemokraadi toim  1917, töö-hoolekandemin k.t 23.XII 1918--9.V 1919, AK, I, II, III, IV,  V~Rk (s-d), V Rk II abiesim 1933--34, ühenduse peatoim 1923--24,  portfellita min J.~Jaaksoni val-ses 16.XII 1924--15.XII 1925, ärim  Marokos 1934--35, ETA esind Pariisis 1936, Kaug-Idas 1937--38,  pressiataóee Stockh-s 1939--40, konsul Rio de Janeiros 1941--59,  Kanadasse 1959, USA-sse 1961. "	" Kirjanik, EKL 1922.  Mälestused  1963--65. "	" Srn 9.VII 1971 New Yorgis. "	" EBL, 2Rk, EAT, EE, ERAKT, EBLl,  EEl, EAT2, EKirjP, ENE1, EKBL, ENE2, EKrL, ENE2(14)"
622	622	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Leesment, Leo"	"1902-04-17"	"1986-01-16"	"õigusteadlane"	"LEESMENT, Leo Juhan (Johann). 17.IV 1902 Riias. Adv Jaan L.  (vt), Emilie Olsson. ö Linda Emilie Peetre (1903--61, vt). Ae 1928--29  (lah), 1929 Elli (Elfriede Rosalie) Pastel (1903--84, Tü teen Peeter P.  /srn 1938/, Anna, vt). Toomas (1933), Lilja (1935).  Pärnu g 1910--15, g  ekst Tall-s 1919, Trt-s 1922, sõjak stv.kl 1920, Tü jur 1922--25, 2978,  Pariisi idakeelte inst 1931--34-, mag jur 1926, dr jur 1932. Vabaduss-s  1918--20 (Pärnu KL kooliõpil.rühm, 1.tagav.patarei), stv.ohv Aegna  merekindl-s 1920--21, lipn, n.ltn 1934, Tü stip 1925--32, õigusajaloo  õüt 1928--34, Eestim õiguse ajaloo eradots 1934--35, tsiviilõiguse dots  1935--37, erak.prof 1938--44, PrantsInst stip 1931--38, Balti Inst ja  Humboldti fondi stip 1936--38, TRü prof 1944--45, dots 1945--50, vang  1951, vab 1956, TRü rmtk osak.juh 1957--65; AkadOrientS asut (esim  1937--), KL, öES juh.l, ERK asut ja klubivanem, Pätsi valimiskom 1934,  IL Trt kom. Srn 16.I 1986 Trt-s. EE, ERAKT, EBLl, EAT2, ENE1, TRüBB,  ENE2, AA3, ENE2(14)  Isotamm 2"	"Eesti Entsüklopeedia, V, lk. 463; EAT Arh.: Leesment, L."	"Riia"	"Tartu"							"LEESMENT, Leo Juhan (Johann). "	"17.IV 1902 Riias. "	"Adv Jaan L.  (vt), Emilie Olsson. "	"ö Linda Emilie Peetre (1903--61, vt). "	"Ae 1928--29  (lah), 1929 Elli (Elfriede Rosalie) Pastel (1903--84, Tü teen Peeter P.  /srn 1938/, Anna, vt). "	"Toomas (1933), Lilja (1935). "	" Pärnu g 1910--15, g  ekst Tall-s 1919, Trt-s 1922, sõjak stv.kl 1920, Tü jur 1922–25,  Pariisi idakeelte inst 1931--34-, mag jur 1926, dr jur 1932. "	"Vabaduss-s  1918--20 (Pärnu KL kooliõpil.rühm, 1.tagav.patarei), stv.ohv Aegna  merekindl-s 1920--21, lipn, n.ltn 1934, Tü stip 1925--32, õigusajaloo  õüt 1928--34, Eestim õiguse ajaloo eradots 1934--35, tsiviilõiguse dots  1935--37, erak.prof 1938--44, PrantsInst stip 1931--38, Balti Inst ja  Humboldti fondi stip 1936--38, TRü prof 1944--45, dots 1945--50, vang  1951, vab 1956, TRü rmtk osak.juh 1957--65; AkadOrientS asut (esim  1937--), KL, öES juh.l, ERK asut ja klubivanem, Pätsi valimiskom 1934,  IL Trt kom. "		"Srn 16.I 1986 Trt-s. "	"EE, ERAKT, EBLl, EAT2, ENE1, TRüBB,  ENE2, AA3, ENE2(14)  Isotamm 2"
638	638	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Leinasaar, Julius"			"õpetaja, sõjaväelane"	"Joh. Simmo on oma ohvitserist vennalt kuulnud, et vähemalt perekonnanimi on õige. Olnud kutselt õpetaja Kulla- või Märjamaal, hiljem ohvitser sõjaväes Simmo vennaga ühes väeosas. // Joh. Simmo kiri A. Palmile 21. 04. 1964. PsD I, 277. Elanud Pärnus, Kilingi.Nõmmel. Romaan \""Sihile\"", Tallinn, 1912."	"Eestikeelne raamat 1901-1917. I, lk. 434."	"Laiksaare v. Pärnumaal."								"Joh. Simmo on oma ohvitserist vennalt kuulnud, et vähemalt perekonnanimi on õige. "							"Olnud kutselt õpetaja Kulla- või Märjamaal, hiljem ohvitser sõjaväes Simmo vennaga ühes väeosas. Elanud Pärnus, Kilingi.Nõmmel. "	"Romaan \""Sihile\"", Tallinn, 1912. // Joh. Simmo kiri A. Palmile 21. "		"PsD I, 277. "
714	714	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kurrik, Juhan"	"1849-05-29"	"1922-05-20"	"koolikirjanik, õpetaja, köster"	"KURRIK, Juhan (Johann). 29.V 1849 Vil Vilj v Ringsil. Rentn  Jakob K., Kadri Takk. Ae 1878 Wilhelmine Margareta Elisabet Wieleberg  (Viilup, 1854--, Trt ehitusmeistri t). Voldemar (1878--1925, vt), Helmi  (1883--1960, vt), Aleksander (keem), Konstantin (õigusteadl), Johannes  (k.õp), Elly. Pärsti k-k 1859--62, Vilj khkk 1862--65, Vilj linnak,  Kalleni öS Preisimaal 1873--74, EüS 1874. Raamatuköitja õpil, Tarvastu  khkk abiõp (köster Wühneri abi) 1865--68, Rõuge köstri abi ja khkk õp  1868--73, Trt Hollmanni öS õp 1873--88, Meelejahutaja toim 1886--87,  Rannu köster 1888, Trt-Maarja köster ja organist 1888--1922, Treffn g  õp; EKmS ja VanemuiseS abiesim, EAleksK peakom.l, EKSi asut. Srn 20.V  1922 Trt-s, maet Maarja kalm-le.  PmA, EBL, EE, EüS1, ENE1, EKBL, ENE2,  EKrL, EKoBL, ENE2(14)  Isotamm 2"	"EE, IV, 1315."									"KURRIK, Juhan (Johann). "	"29.V 1849 Vil Vilj v Ringsil. "	"Rentn  Jakob K., Kadri Takk. "		"Ae 1878 Wilhelmine Margareta Elisabet Wieleberg  (Viilup, 1854--, Trt ehitusmeistri t). "	"Voldemar (1878--1925, vt), Helmi  (1883--1960, vt), Aleksander (keem), Konstantin (õigusteadl), Johannes  (k.õp), Elly. "	"Pärsti k-k 1859--62, Vilj khkk 1862--65, Vilj linnak,  Kalleni öS Preisimaal 1873--74, EüS 1874. "	"Raamatuköitja õpil, Tarvastu  khkk abiõp (köster Wühneri abi) 1865--68, Rõuge köstri abi ja khkk õp  1868--73, Trt Hollmanni öS õp 1873--88, Meelejahutaja toim 1886--87,  Rannu köster 1888, Trt-Maarja köster ja organist 1888--1922, Treffn g  õp; EKmS ja VanemuiseS abiesim, EAleksK peakom.l, EKSi asut. "		"Srn 20.V  1922 Trt-s, maet Maarja kalm-le. "	" PmA, EBL, EE, EüS1, ENE1, EKBL, ENE2,  EKrL, EKoBL, ENE2(14)  Isotamm 2"
718	718	"Eludaatumid"	"Üldandmed"	"Seotud andmed"	"Kurs-Olesk, Minni"	"1879-03-13"	"1940-10-20"		"KURS-OLESK, Minni. 13.III 1879 Trt-s käsitööl t. Ae 1905 adv  Lui Olesk (1876--1932, vt, kod.abielu, seltskonna boikott). Juta Pia O.  (1907--70, vt), Olli (Olga Desideria O., 1906--88, vt), Maja Helmi O.  (1909--2001, vt), Minni Dagmar Viirmann (1911--64, ae tööst Siegfried  V. /vt/, vt). Grassi tütarl.k --1895, Trt sks naisõp-te sem --1898,  Londoni ülik politol vabakuul 1902--03.  Kooliõp sks kirikuk-s  Kióinjovis, sots, Inglism-l ja Prantsusm-l 1902--04, , IV--XI 1918  sks.vang, AK (s-d), Trt linnavolik, linnanõun 1930--33, linnarmtk am  1935--, ENaisl juh.l, Pimedate Abi asejuh. Srn 20.X 1940 Trt-s. EBL,  EAT, EE, EBLl, EAT2, VjV  Isotamm 2"	"Biogr.: EBL, 247-248; EAT, 127; EBLT,151."									"KURS-OLESK, Minni. "	"13.III 1879 Trt-s käsitööl t. "			"Ae 1905 adv  Lui Olesk (1876--1932, vt, kod.abielu, seltskonna boikott). "	"Juta Pia O.  (1907--70, vt), Olli (Olga Desideria O., 1906--88, vt), Maja Helmi O.  (1909--2001, vt), Minni Dagmar Viirmann (1911--64, ae tööst Siegfried  V. /vt/, vt). "	"Grassi tütarl.k --1895, Trt sks naisõp-te sem --1898,  Londoni ülik politol vabakuul 1902--03. "	" Kooliõp sks kirikuk-s  Kióinjovis, sots, Inglism-l ja Prantsusm-l 1902--04, , IV--XI 1918  sks.vang, AK (s-d), Trt linnavolik, linnanõun 1930--33, linnarmtk am  1935--, ENaisl juh.l, Pimedate Abi asejuh. "		"Srn 20.X 1940 Trt-s. "	"EBL,  EAT, EE, EBLl, EAT2, VjV  Isotamm 2"
